time,W02,,,STS06,,,STS17,,,STS23,,,NTS23,,,STS29,,,E2,,,W1,,,E1,,,STCB,,,North_Ref,,,U1,,,U2,,,U3,,,U4,,,U5,,,U6,,,U7,,,U8,,,U9,,,U10,,,U11,,
,throttling-abs,throttling-orthogonal-abs,vertical-abs,throttling-rel,throttling-orthogonal-rel,vertical-rel,throttling-abs,throttling-orthogonal-abs,vertical-abs,throttling-rel,throttling-orthogonal-rel,vertical-rel,throttling-abs,throttling-orthogonal-abs,vertical-abs,throttling-rel,throttling-orthogonal-rel,vertical-rel,throttling-abs,throttling-orthogonal-abs,vertical-abs,throttling-rel,throttling-orthogonal-rel,vertical-rel,throttling-abs,throttling-orthogonal-abs,vertical-abs,throttling-rel,throttling-orthogonal-rel,vertical-rel,throttling-abs,throttling-orthogonal-abs,vertical-abs,throttling-rel,throttling-orthogonal-rel,vertical-rel,throttling-abs,throttling-orthogonal-abs,vertical-abs,throttling-rel,throttling-orthogonal-rel,vertical-rel,throttling-abs,throttling-orthogonal-abs,vertical-abs,throttling-rel,throttling-orthogonal-rel,vertical-rel,throttling-abs,throttling-orthogonal-abs,vertical-abs,throttling-rel,throttling-orthogonal-rel,vertical-rel,throttling-abs,throttling-orthogonal-abs,vertical-abs,throttling-rel,throttling-orthogonal-rel,vertical-rel,throttling-abs,throttling-orthogonal-abs,vertical-abs,throttling-rel,throttling-orthogonal-rel,vertical-rel
2014-01-22 1:35,-213787.7031,4157980.25,77.43699646,34.4115448,6.312330723,-5,-213730.2969,4158001.25,78.39800262,28.20718384,1.163942695,10,-213601.6094,4158049.75,79.8690033,9.949356079,3.743035316,-19,-213531.5781,4158076,80.09500122,1.405352712,3.74499464,-15,-213543.3125,4158107.75,80.10299683,4.563477516,-4.91677475,-14,-213461.2656,4158102.5,79.84700012,-3.744994402,1.405352592,-4,-213279.9219,4158170.75,77.4469986,-20.94880867,6.793190956,2,-213681.2656,4158037.75,142.4609985,18.72693253,1.517240286,-8,-213398,4158144,142.473999,-11.93766022,2.343560457,-8,-213534.4063,4158076.5,79.7009964,5.032581329,-0.820442021,-6,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43599701,34.76288223,7.248579025,-6,-213730.2969,4158001.25,78.39900208,25.74977684,3.154206038,11,-213601.6094,4158049.75,79.8690033,10.88560486,3.391697168,-19,-213531.5781,4158076,80.09799957,1.171780348,5.968830109,-12,-213543.3125,4158107.75,80.10299683,4.797049522,-7.140610218,-14,-213461.2656,4158102.5,79.84300232,-3.744994402,1.405352592,-8,-213279.9219,4158170.75,77.44300079,-20.01255989,6.441853046,-2,-213681.2656,4158037.75,142.4609985,19.07826996,2.453489065,-8,-213398,4158144,142.4700012,-11.00141144,1.99222219,-12,-213534.4219,4158076.5,79.6969986,3.744994402,-1.405352592,-10,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43900299,34.1779747,8.536166191,-3,-213730.2969,4158001.25,78.39800262,27.27093506,1.515280843,10,-213601.6094,4158049.75,79.87000275,10.30069447,4.679283619,-18,-213531.5781,4158076,80.09799957,1.171780348,5.968830109,-12,-213543.3125,4158107.75,80.10399628,4.563477516,-4.91677475,-13,-213461.2656,4158102.5,79.84799957,-4.09633255,0.46910429,-3,-213279.9219,4158170.75,77.4469986,-20.01255989,6.441853046,2,-213681.2656,4158037.75,142.4589996,19.07826996,2.453489065,-10,-213398,4158144,142.4720001,-11.35274982,1.055973887,-10,-213534.4063,4158076.5,79.69799805,5.383919716,0.115806766,-9,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43399811,34.76288223,7.248579025,-8,-213730.2969,4158001.25,78.39600372,26.91959763,0.579032063,8,-213601.6094,4158049.75,79.86599731,10.30069447,4.679283619,-22,-213531.5781,4158076,80.09700012,0.235531718,6.320168018,-13,-213543.3125,4158107.75,80.09799957,5.499725819,-5.268113136,-19,-213461.2656,4158102.5,79.84700012,-2.808745861,1.054014444,-4,-213279.9219,4158170.75,77.44599915,-20.2461319,8.665688515,1,-213681.2656,4158037.75,142.4609985,19.07826996,2.453489065,-8,-213398,4158144,142.470993,-11.00141144,1.99222219,-11,-213534.4219,4158076.5,79.69999695,4.799008846,1.403393269,-7,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43699646,36.05047226,7.833489418,-5,-213730.2969,4158001.25,78.39700317,25.74977684,3.154206038,9,-213601.6094,4158049.75,79.86699677,9.949356079,3.743035316,-21,-213531.5781,4158076,80.09700012,-0.115806505,5.383919239,-13,-213543.2969,4158107.75,80.09899902,6.435974598,-5.619451046,-18,-213461.2656,4158102.5,79.84600067,-2.457407713,1.990263224,-5,-213279.9219,4158170.75,77.44799805,-20.01255989,6.441853046,3,-213681.2656,4158037.75,142.4600067,19.4296093,3.389737844,-9,-213398,4158144,142.4750061,-10.76783943,-0.231613085,-7,-213534.4063,4158076.5,79.69499969,6.671506405,0.700716972,-12,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43599701,34.52931213,9.47241497,-6,-213730.2969,4158001.25,78.39600372,26.33468628,1.866618991,8,-213601.6094,4158049.75,79.86799622,10.88560486,3.391697168,-20,-213531.5781,4158076,80.09700012,0.82044214,5.032581329,-13,-213543.3125,4158107.75,80.10099792,4.914815426,-3.980526209,-16,-213461.2656,4158102.5,79.84700012,-3.160084009,0.117766134,-4,-213279.9219,4158170.75,77.4469986,-20.94880867,6.793190956,2,-213681.2656,4158037.75,142.4629974,19.6631813,1.165902019,-6,-213398,4158144,142.4759979,-13.22524643,1.758650184,-6,-213534.4219,4158076.5,79.6989975,4.799008846,1.403393269,-8,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.44000244,36.63537979,6.545902729,-2,-213730.2969,4158001.25,78.40000153,25.04710007,1.28170836,12,-213601.6094,4158049.75,79.8710022,11.23694324,4.327945709,-17,-213531.5781,4158076,80.09600067,1.171780348,5.968830109,-14,-213543.2969,4158107.75,80.10299683,6.435974598,-5.619451046,-14,-213461.2656,4158102.5,79.84700012,-4.09633255,0.46910429,-4,-213279.9219,4158170.75,77.4469986,-19.66122055,7.378101349,2,-213681.2656,4158037.75,142.4620056,18.14202118,2.804827213,-7,-213398,4158144,142.4720001,-11.35274982,1.055973887,-10,-213534.4063,4158076.5,79.6989975,6.086596012,1.9883039,-8,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43800354,34.52931213,9.47241497,-4,-213730.2969,4158001.25,78.39600372,26.33468628,1.866618991,8,-213601.6094,4158049.75,79.8710022,9.0131073,4.094373703,-17,-213531.5781,4158076,80.09700012,0.82044214,5.032581329,-13,-213543.3125,4158107.75,80.10399628,5.499725819,-5.268113136,-13,-213461.2656,4158102.5,79.84500122,-3.393656254,2.341601372,-6,-213279.9219,4158170.75,77.44400024,-20.01255989,6.441853046,-1,-213681.2656,4158037.75,142.4600067,19.07826996,2.453489065,-9,-213398,4158144,142.470993,-11.70408726,0.119725078,-11,-213534.4063,4158076.5,79.6989975,6.320168018,-0.23553139,-8,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43800354,35.46556091,9.121076584,-4,-213730.2969,4158001.25,78.39499664,26.68602562,2.802867889,7,-213601.6094,4158049.75,79.86699677,10.65203285,5.615532398,-21,-213531.5781,4158076,80.09600067,1.171780348,5.968830109,-14,-213543.3125,4158107.75,80.10399628,5.499725819,-5.268113136,-13,-213461.2656,4158102.5,79.84600067,-3.744994402,1.405352592,-5,-213279.9219,4158170.75,77.44599915,-21.3001461,5.856942177,1,-213681.2656,4158037.75,142.4600067,18.14202118,2.804827213,-9,-213398,4158144,142.470993,-12.28899765,1.407312036,-11,-213534.4219,4158076.5,79.7009964,4.799008846,1.403393269,-6,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43699646,35.69913101,6.897240639,-5,-213730.2969,4158001.25,78.39700317,26.33468628,1.866618991,9,-213601.6094,4158049.75,79.86799622,9.13087368,7.254457474,-20,-213531.5781,4158076,80.09700012,0.235531718,6.320168018,-13,-213543.3125,4158107.75,80.10199738,4.563477516,-4.91677475,-15,-213461.2656,4158102.5,79.84500122,-2.808745861,1.054014444,-6,-213279.9219,4158170.75,77.44300079,-20.59746933,7.729439735,-2,-213681.2656,4158037.75,142.4600067,18.72693253,1.517240286,-9,-213398,4158144,142.4720001,-12.28899765,1.407312036,-10,-213534.4063,4158076.5,79.69799805,6.086596012,1.9883039,-9,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.44000244,35.11422348,8.184827805,-2,-213730.2969,4158001.25,78.39399719,26.68602562,2.802867889,6,-213601.6094,4158049.75,79.86699677,9.949356079,3.743035316,-21,-213531.5781,4158076,80.09700012,0.82044214,5.032581329,-13,-213543.3125,4158107.75,80.10399628,4.21213913,-5.853023052,-13,-213461.2656,4158102.5,79.84700012,-4.09633255,0.46910429,-4,-213279.9219,4158170.75,77.4469986,-21.88505745,7.144529343,2,-213681.2656,4158037.75,142.4579926,18.49336052,3.741075993,-11,-213398,4158144,142.4750061,-12.28899765,1.407312036,-7,-213534.4063,4158076.5,79.69599915,5.735257626,1.05205512,-11,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43499756,36.05047226,7.833489418,-7,-213730.2969,4158001.25,78.39800262,26.33468628,1.866618991,10,-213601.6094,4158049.75,79.86799622,10.65203285,5.615532398,-20,-213531.5781,4158076,80.09400177,0.586869955,7.256416798,-16,-213543.3125,4158107.75,80.10299683,5.499725819,-5.268113136,-14,-213461.2656,4158102.5,79.84600067,-3.160084009,0.117766134,-5,-213279.9219,4158170.75,77.44599915,-20.59746933,7.729439735,1,-213681.2656,4158037.75,142.4609985,18.14202118,2.804827213,-8,-213398,4158144,142.473999,-12.64033604,0.471063226,-8,-213534.4219,4158076.5,79.69999695,4.799008846,1.403393269,-7,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.44000244,34.1779747,8.536166191,-2,-213730.2969,4158001.25,78.39299774,27.6222744,2.451529741,5,-213601.6094,4158049.75,79.87000275,9.364445686,5.030622005,-18,-213531.5781,4158076,80.09799957,1.756690741,4.681242943,-12,-213543.3125,4158107.75,80.10299683,5.499725819,-5.268113136,-14,-213461.2656,4158102.5,79.84700012,-5.383919239,-0.115806326,-4,-213279.9219,4158170.75,77.44400024,-21.3001461,5.856942177,-1,-213681.2656,4158037.75,142.4589996,19.07826996,2.453489065,-10,-213398,4158144,142.4700012,-13.22524643,1.758650184,-12,-213534.4063,4158076.5,79.6989975,5.735257626,1.05205512,-8,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43599701,35.69913101,6.897240639,-6,-213730.2969,4158001.25,78.39700317,25.74977684,3.154206038,9,-213601.6094,4158049.75,79.86599731,10.30069447,4.679283619,-22,-213531.5781,4158076,80.09700012,1.523118496,6.905078888,-13,-213543.3125,4158107.75,80.10099792,5.499725819,-5.268113136,-16,-213461.2656,4158102.5,79.84700012,-4.09633255,0.46910429,-4,-213279.9219,4158170.75,77.44499969,-20.94880867,6.793190956,0,-213681.2656,4158037.75,142.4570007,18.72693253,1.517240286,-12,-213398,4158144,142.4730072,-12.28899765,1.407312036,-9,-213534.4219,4158076.5,79.69999695,4.447670937,0.467144936,-7,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43699646,34.4115448,6.312330723,-5,-213730.2969,4158001.25,78.39299774,26.68602562,2.802867889,5,-213601.6094,4158049.75,79.86399841,9.598017693,2.806786537,-24,-213531.5781,4158076,80.09600067,0.82044214,5.032581329,-14,-213543.3125,4158107.75,80.10299683,5.851064205,-4.331864357,-14,-213461.2656,4158102.5,79.84600067,-5.383919239,-0.115806326,-5,-213279.9219,4158170.75,77.4469986,-21.3001461,5.856942177,2,-213681.2656,4158037.75,142.4589996,20.01451874,2.102150917,-10,-213398,4158144,142.4759979,-12.64033604,0.471063226,-6,-213534.4063,4158076.5,79.6969986,5.735257626,1.05205512,-10,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43800354,34.76288223,7.248579025,-4,-213730.2969,4158001.25,78.39800262,25.3984375,2.217957258,10,-213601.6094,4158049.75,79.86499786,10.88560486,3.391697168,-23,-213531.5781,4158076,80.09600067,0.235531718,6.320168018,-14,-213543.3125,4158107.75,80.10199738,5.851064205,-4.331864357,-15,-213461.2656,4158102.5,79.84600067,-3.511422157,-0.818482637,-5,-213279.9219,4158170.75,77.44400024,-20.36389732,5.505604267,-1,-213681.2656,4158037.75,142.4600067,19.07826996,2.453489065,-9,-213398,4158144,142.4730072,-11.70408726,0.119725078,-9,-213534.4063,4158076.5,79.6989975,5.735257626,1.05205512,-8,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43699646,34.4115448,6.312330723,-5,-213730.2969,4158001.25,78.39299774,26.68602562,2.802867889,5,-213601.6094,4158049.75,79.86399841,9.598017693,2.806786537,-24,-213531.5781,4158076,80.09799957,0.235531718,6.320168018,-12,-213543.3125,4158107.75,80.10399628,4.914815426,-3.980526209,-13,-213461.2656,4158102.5,79.84600067,-4.447670937,-0.467144489,-5,-213279.9219,4158170.75,77.44499969,-21.3001461,5.856942177,0,-213681.2656,4158037.75,142.4600067,20.01451874,2.102150917,-9,-213398,4158144,142.4720001,-11.35274982,1.055973887,-10,-213534.4063,4158076.5,79.6989975,5.735257626,1.05205512,-8,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43699646,35.34779358,5.960992336,-5,-213730.2969,4158001.25,78.39399719,25.04710007,1.28170836,6,-213601.6094,4158049.75,79.86599731,11.23694324,4.327945709,-22,-213531.5781,4158076,80.09700012,0.82044214,5.032581329,-13,-213543.3125,4158107.75,80.10099792,5.851064205,-4.331864357,-16,-213461.2656,4158102.5,79.84799957,-4.447670937,-0.467144489,-3,-213279.9219,4158170.75,77.4469986,-20.94880867,6.793190956,2,-213681.2656,4158037.75,142.4589996,19.07826996,2.453489065,-10,-213398,4158144,142.4759979,-11.70408726,0.119725078,-6,-213534.4219,4158076.5,79.6989975,4.799008846,1.403393269,-8,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43800354,35.11422348,8.184827805,-4,-213730.2969,4158001.25,78.39499664,27.6222744,2.451529741,7,-213601.6094,4158049.75,79.86499786,9.598017693,2.806786537,-23,-213531.5781,4158076,80.09500122,0.235531718,6.320168018,-15,-213543.3125,4158107.75,80.10099792,4.914815426,-3.980526209,-16,-213461.2656,4158102.5,79.84700012,-4.214098454,-2.690979719,-4,-213279.9219,4158170.75,77.44300079,-20.01255989,6.441853046,-2,-213681.2656,4158037.75,142.4609985,19.07826996,2.453489065,-8,-213398,4158144,142.4720001,-11.70408726,0.119725078,-10,-213534.4063,4158076.5,79.6969986,6.671506405,0.700716972,-10,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43800354,34.4115448,6.312330723,-4,-213730.2969,4158001.25,78.39399719,27.27093506,1.515280843,6,-213601.6094,4158049.75,79.86499786,9.949356079,3.743035316,-23,-213531.5781,4158076,80.09500122,0.235531718,6.320168018,-15,-213543.3125,4158107.75,80.10299683,4.563477516,-4.91677475,-14,-213461.2656,4158102.5,79.84500122,-4.09633255,0.46910429,-6,-213279.9219,4158170.75,77.44599915,-20.01255989,6.441853046,1,-213681.2656,4158037.75,142.4559937,20.01451874,2.102150917,-13,-213398,4158144,142.4750061,-11.70408726,0.119725078,-7,-213534.4219,4158076.5,79.69799805,4.799008846,1.403393269,-9,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43699646,34.4115448,6.312330723,-5,-213730.2969,4158001.25,78.39199829,25.3984375,2.217957258,4,-213601.6094,4158049.75,79.86199951,12.17319202,3.976607323,-26,-213531.5781,4158076,80.09700012,1.171780348,5.968830109,-13,-213543.3125,4158107.75,80.09999847,4.914815426,-3.980526209,-17,-213461.2656,4158102.5,79.84600067,-4.09633255,0.46910429,-5,-213279.9219,4158170.75,77.44400024,-19.07631111,6.09051466,-1,-213681.2656,4158037.75,142.4589996,19.07826996,2.453489065,-10,-213398,4158144,142.470993,-9.831590652,-0.582951248,-11,-213534.4063,4158076.5,79.70200348,5.383919716,0.115806766,-5,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43800354,34.4115448,6.312330723,-4,-213730.2969,4158001.25,78.39099884,27.27093506,1.515280843,3,-213601.6094,4158049.75,79.86599731,10.30069447,4.679283619,-22,-213531.5781,4158076,80.09799957,0.235531718,6.320168018,-12,-213543.3125,4158107.75,80.10399628,4.563477516,-4.91677475,-13,-213461.2656,4158102.5,79.84799957,-4.799008846,-1.403392792,-3,-213279.9219,4158170.75,77.44599915,-21.3001461,5.856942177,1,-213681.2656,4158037.75,142.4559937,20.36585617,3.038399696,-13,-213398,4158144,142.4750061,-12.64033604,0.471063226,-7,-213534.4063,4158076.5,79.6969986,5.383919716,0.115806766,-10,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43499756,35.69913101,6.897240639,-7,-213730.2969,4158001.25,78.39099884,26.33468628,1.866618991,3,-213601.6094,4158049.75,79.86299896,12.17319202,3.976607323,-25,-213531.5781,4158076,80.09600067,0.82044214,5.032581329,-14,-213543.3125,4158107.75,80.09999847,5.851064205,-4.331864357,-17,-213461.2656,4158102.5,79.84600067,-4.214098454,-2.690979719,-5,-213279.9219,4158170.75,77.4469986,-20.36389732,5.505604267,2,-213681.2656,4158037.75,142.4600067,20.01451874,2.102150917,-9,-213398,4158144,142.473999,-12.64033604,0.471063226,-8,-213534.4219,4158076.5,79.69799805,5.150347233,2.339642048,-9,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43699646,34.06020737,5.376081944,-5,-213730.2969,4158001.25,78.39199829,27.27093506,1.515280843,4,-213601.6094,4158049.75,79.86499786,9.0131073,4.094373703,-23,-213531.5781,4158076,80.09500122,0.235531718,6.320168018,-15,-213543.3125,4158107.75,80.10399628,3.627228737,-4.56543684,-13,-213461.2656,4158102.5,79.84700012,-3.511422157,-0.818482637,-4,-213279.9219,4158170.75,77.4469986,-20.94880867,6.793190956,2,-213681.2656,4158037.75,142.4589996,19.6631813,1.165902019,-10,-213398,4158144,142.4759979,-10.76783943,-0.231613085,-6,-213534.4063,4158076.5,79.69599915,6.671506405,0.700716972,-11,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43599701,34.06020737,5.376081944,-6,-213730.2969,4158001.25,78.39299774,26.91959763,0.579032063,5,-213601.6094,4158049.75,79.86499786,10.88560486,3.391697168,-23,-213531.5781,4158076,80.09700012,0.82044214,5.032581329,-13,-213543.3125,4158107.75,80.10299683,4.563477516,-4.91677475,-14,-213461.2656,4158102.5,79.84200287,-3.862760305,-1.75473094,-9,-213279.9219,4158170.75,77.44499969,-20.36389732,5.505604267,0,-213681.2656,4158037.75,142.4600067,19.6631813,1.165902019,-9,-213398,4158144,142.473999,-11.70408726,0.119725078,-8,-213534.4219,4158076.5,79.69999695,3.862760305,1.754731417,-7,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.44000244,34.06020737,5.376081944,-2,-213730.2969,4158001.25,78.39299774,26.33468628,1.866618991,5,-213601.6094,4158049.75,79.86499786,11.23694324,4.327945709,-23,-213531.5781,4158076,80.09500122,0.82044214,5.032581329,-15,-213543.3125,4158107.75,80.10299683,4.914815426,-3.980526209,-14,-213461.2656,4158102.5,79.84500122,-3.511422157,-0.818482637,-6,-213279.9219,4158170.75,77.4469986,-20.94880867,6.793190956,2,-213681.2656,4158037.75,142.4600067,19.4296093,3.389737844,-9,-213398,4158144,142.4750061,-12.64033604,0.471063226,-7,-213534.4219,4158076.5,79.69999695,4.09633255,-0.469103843,-7,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43699646,34.76288223,7.248579025,-5,-213730.2969,4158001.25,78.38800049,27.27093506,1.515280843,0,-213601.6094,4158049.75,79.86799622,9.949356079,3.743035316,-20,-213531.5781,4158076,80.09500122,0.235531718,6.320168018,-15,-213543.3125,4158107.75,80.10099792,4.914815426,-3.980526209,-16,-213461.2656,4158102.5,79.84400177,-4.09633255,0.46910429,-7,-213279.9219,4158170.75,77.44599915,-20.94880867,6.793190956,1,-213681.2656,4158037.75,142.4609985,20.01451874,2.102150917,-8,-213398,4158144,142.4750061,-12.64033604,0.471063226,-7,-213534.4063,4158076.5,79.69999695,5.735257626,1.05205512,-7,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.44000244,34.4115448,6.312330723,-2,-213730.2969,4158001.25,78.39299774,26.33468628,1.866618991,5,-213601.6094,4158049.75,79.86599731,11.58828068,5.264194489,-22,-213531.5781,4158076,80.09300232,1.171780348,5.968830109,-17,-213543.3125,4158107.75,80.10199738,5.851064205,-4.331864357,-15,-213461.2656,4158102.5,79.84600067,-4.799008846,-1.403392792,-5,-213279.9219,4158170.75,77.44599915,-20.36389732,5.505604267,1,-213681.2656,4158037.75,142.4589996,20.01451874,2.102150917,-10,-213398,4158144,142.4730072,-11.35274982,1.055973887,-9,-213534.4063,4158076.5,79.6989975,5.735257626,1.05205512,-8,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43699646,34.4115448,6.312330723,-5,-213730.2969,4158001.25,78.39199829,25.98334885,0.930370271,4,-213601.6094,4158049.75,79.86699677,10.88560486,3.391697168,-21,-213531.5781,4158076,80.09600067,-0.467144549,4.447670937,-14,-213543.3125,4158107.75,80.10299683,5.266153812,-3.044277191,-14,-213461.2656,4158102.5,79.84700012,-3.511422157,-0.818482637,-4,-213279.9219,4158170.75,77.44599915,-20.36389732,5.505604267,1,-213681.2656,4158037.75,142.4570007,20.01451874,2.102150917,-12,-213398,4158144,142.477005,-10.76783943,-0.231613085,-5,-213534.4219,4158076.5,79.69999695,5.150347233,2.339642048,-7,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43900299,34.99645615,5.024743557,-3,-213730.2969,4158001.25,78.39600372,26.56825829,-0.357216269,8,-213601.6094,4158049.75,79.86399841,10.88560486,3.391697168,-24,-213531.5781,4158076,80.09400177,0.82044214,5.032581329,-16,-213543.3125,4158107.75,80.09999847,4.914815426,-3.980526209,-17,-213461.2656,4158102.5,79.84600067,-4.447670937,-0.467144489,-5,-213279.9219,4158170.75,77.44799805,-20.71523666,4.569355488,3,-213681.2656,4158037.75,142.4620056,19.07826996,2.453489065,-7,-213398,4158144,142.4750061,-11.35274982,1.055973887,-7,-213534.4219,4158076.5,79.69999695,4.447670937,0.467144936,-7,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43900299,35.34779358,5.960992336,-3,-213730.2969,4158001.25,78.39399719,25.98334885,0.930370271,6,-213601.6094,4158049.75,79.86799622,10.88560486,3.391697168,-20,-213531.5781,4158076,80.09600067,-0.467144549,4.447670937,-14,-213543.3125,4158107.75,80.10299683,4.329905033,-2.692939043,-14,-213461.2656,4158102.5,79.84899902,-4.447670937,-0.467144489,-2,-213279.9219,4158170.75,77.4469986,-20.01255989,6.441853046,2,-213681.2656,4158037.75,142.4629974,19.07826996,2.453489065,-6,-213398,4158144,142.4759979,-11.35274982,1.055973887,-6,-213534.4063,4158076.5,79.6989975,5.735257626,1.05205512,-8,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.44000244,34.06020737,5.376081944,-2,-213730.2969,4158001.25,78.39499664,25.04710007,1.28170836,7,-213601.6094,4158049.75,79.86699677,10.88560486,3.391697168,-21,-213531.5781,4158076,80.09500122,-0.115806505,5.383919239,-15,-213543.3125,4158107.75,80.10099792,5.851064205,-4.331864357,-16,-213461.2656,4158102.5,79.84500122,-4.09633255,0.46910429,-6,-213279.9219,4158170.75,77.44499969,-21.3001461,5.856942177,0,-213681.2656,4158037.75,142.4609985,19.4296093,3.389737844,-8,-213398,4158144,142.477005,-12.64033604,0.471063226,-5,-213534.4219,4158076.5,79.7009964,4.799008846,1.403393269,-6,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.44000244,33.47529602,6.663668633,-2,-213730.2969,4158001.25,78.39199829,26.33468628,1.866618991,4,-213601.6094,4158049.75,79.86699677,10.30069447,4.679283619,-21,-213531.5781,4158076,80.09600067,0.82044214,5.032581329,-14,-213543.3125,4158107.75,80.10399628,4.914815426,-3.980526209,-13,-213461.2656,4158102.5,79.84300232,-4.09633255,0.46910429,-8,-213279.9219,4158170.75,77.44499969,-20.71523666,4.569355488,0,-213681.2656,4158037.75,142.4600067,19.4296093,3.389737844,-9,-213398,4158144,142.4720001,-11.70408726,0.119725078,-10,-213534.4219,4158076.5,79.69999695,4.799008846,1.403393269,-7,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.44000244,34.99645615,5.024743557,-2,-213730.2969,4158001.25,78.39099884,25.98334885,0.930370271,3,-213601.6094,4158049.75,79.86799622,10.30069447,4.679283619,-20,-213531.5781,4158076,80.09500122,0.235531718,6.320168018,-15,-213543.3125,4158107.75,80.10299683,4.914815426,-3.980526209,-14,-213461.2656,4158102.5,79.84600067,-4.447670937,-0.467144489,-5,-213279.9219,4158170.75,77.44799805,-19.77898788,4.218017101,3,-213681.2656,4158037.75,142.4579926,19.07826996,2.453489065,-11,-213398,4158144,142.473999,-11.35274982,1.055973887,-8,-213534.4219,4158076.5,79.7009964,4.799008846,1.403393269,-6,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43499756,34.99645615,5.024743557,-7,-213730.2969,4158001.25,78.39299774,26.68602562,2.802867889,5,-213601.6094,4158049.75,79.86199951,10.88560486,3.391697168,-26,-213531.5781,4158076,80.09300232,0.469104052,4.096333027,-17,-213543.3125,4158107.75,80.09799957,4.914815426,-3.980526209,-19,-213461.2656,4158102.5,79.84400177,-4.447670937,-0.467144489,-7,-213279.9219,4158170.75,77.4469986,-20.36389732,5.505604267,2,-213681.2656,4158037.75,142.4589996,19.07826996,2.453489065,-10,-213398,4158144,142.4759979,-12.64033604,0.471063226,-6,-213534.4219,4158076.5,79.69999695,4.799008846,1.403393269,-7,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.44000244,34.4115448,6.312330723,-2,-213730.2969,4158001.25,78.39399719,26.33468628,1.866618991,6,-213601.6094,4158049.75,79.86699677,11.23694324,4.327945709,-21,-213531.5781,4158076,80.09500122,-0.115806505,5.383919239,-15,-213543.3125,4158107.75,80.10199738,4.914815426,-3.980526209,-15,-213461.2656,4158102.5,79.84500122,-4.447670937,-0.467144489,-6,-213279.9219,4158170.75,77.44599915,-20.71523666,4.569355488,1,-213681.2656,4158037.75,142.4589996,19.07826996,2.453489065,-10,-213398,4158144,142.473999,-11.70408726,0.119725078,-8,-213534.4063,4158076.5,79.6989975,5.383919716,0.115806766,-8,0,0,0,0,0,0
2014-01-22 1:35,-213787.7031,4157980.25,77.43900299,34.64511871,4.088494778,-3,-213730.2969,4158001.25,78.39199829,26.33468628,1.866618991,4,-213601.6094,4158049.75,79.86499786,10.30069447,4.679283619,-23,-213531.5781,4158076,80.09500122,0.469104052,4.096333027,-15,-213543.3125,4158107.75,80.09999847,3.978566885,-3.629187822,-17,-213461.2656,4158102.5,79.84600067,-5.032581329,0.820442438,-5,-213279.9219,4158170.75,77.44200134,-20.36389732,5.505604267,-3,-213681.2656,4158037.75,142.4579926,18.72693253,1.517240286,-11,-213398,4158144,142.4720001,-12.64033604,0.471063226,-10,-213534.4219,4158076.5,79.69999695,4.799008846,1.403393269,-7,0,0,0,0,0,0
