time,YJ-3A-DSG-05,YJ-3A-DSG-01,YJ-3A-DSG-06,YJ-3A-DSG-04,YJ-3A-DSG-03,YJ-3A-DSG-02
2014-01-22 1:34,1689.737671,-698.3216553,503.2718201,-265.947052,459.4928284,1704.463867
2014-01-22 1:34,1689.753784,-698.2075806,503.1740417,-265.8611755,459.4398804,1704.496338
2014-01-22 1:34,1689.672607,-698.2116699,503.2677307,-265.8816223,459.358429,1704.480225
2014-01-22 1:34,1689.672607,-698.3379517,503.2718201,-265.9102478,459.264801,1704.415039
2014-01-22 1:34,1689.688843,-698.3094482,503.2718201,-266.0083618,459.476532,1704.415039
2014-01-22 1:34,1689.640137,-698.4030762,503.2025452,-265.9306946,459.5701904,1704.382324
2014-01-22 1:34,1689.587402,-698.3216553,503.2229309,-265.975647,459.4561768,1704.40271
2014-01-22 1:34,1689.733521,-698.2401733,503.2188416,-266.0288086,459.3788147,1704.317139
2014-01-22 1:34,1689.688843,-698.260498,503.2718201,-265.9920044,459.4561768,1704.317139
2014-01-22 1:34,1689.623901,-698.34198,503.3166504,-265.9920044,459.3462219,1704.451538
2014-01-22 1:34,1689.619751,-698.3583374,503.2229309,-265.9593201,459.3095703,1704.529053
2014-01-22 1:34,1689.607544,-698.3257446,503.2229309,-266.0411072,459.3462219,1704.451538
2014-01-22 1:34,1689.575195,-698.3745728,503.2025452,-266.0411072,459.3258667,1704.435303
2014-01-22 1:34,1689.603638,-698.3094482,503.2392273,-265.9429626,459.4439697,1704.451538
2014-01-22 1:34,1689.672607,-698.1954346,503.1251221,-265.8121033,459.3788147,1704.431152
2014-01-22 1:34,1689.798584,-698.2280273,503.1088257,-265.8611755,459.3788147,1704.365967
2014-01-22 1:34,1689.603638,-698.2930908,503.1903381,-265.9920044,459.5539551,1704.40271
2014-01-22 1:34,1689.591431,-698.3379517,503.2677307,-265.9797668,459.4439697,1704.435303
2014-01-22 1:34,1689.640137,-698.2442627,503.2188416,-266.0574646,459.2932739,1704.386475
2014-01-22 1:34,1689.7052,-698.3053589,503.2229309,-266.0083618,459.3299561,1704.415039
2014-01-22 1:34,1689.652344,-698.2768555,503.1699524,-265.9920044,459.2770081,1704.415039
2014-01-22 1:34,1689.607544,-698.3257446,503.1047668,-265.9920044,459.3747253,1704.386475
2014-01-22 1:34,1689.571045,-698.260498,503.1047668,-266.0288086,459.3788147,1704.337524
2014-01-22 1:34,1689.684814,-698.3379517,503.0722046,-265.9961243,459.2607117,1704.370117
2014-01-22 1:34,1689.640137,-698.354248,502.9621887,-266.0288086,459.3462219,1704.431152
2014-01-22 1:34,1689.672607,-698.4194336,503.0069885,-265.9961243,459.3462219,1704.317139
2014-01-22 1:34,1689.786377,-698.4030762,503.0273438,-265.975647,459.358429,1704.386475
2014-01-22 1:34,1689.737671,-698.3745728,503.0069885,-266.045166,459.4561768,1704.467896
2014-01-22 1:34,1689.640137,-698.354248,503.0273438,-265.9797668,459.2444153,1704.496338
2014-01-22 1:34,1689.753784,-698.2930908,503.0559082,-265.9593201,459.2444153,1704.418945
2014-01-22 1:34,1689.737671,-698.354248,503.0395813,-266.0574646,459.3095703,1704.463867
2014-01-22 1:34,1689.737671,-698.2890625,503.1088257,-266.1065063,459.2932739,1704.44751
2014-01-22 1:34,1689.688843,-698.354248,502.9784851,-266.1228638,459.3625183,1704.386475
2014-01-22 1:34,1689.737671,-698.4030762,502.9784851,-266.0124512,459.4236145,1704.272217
2014-01-22 1:34,1689.571045,-698.4356689,503.0069885,-266.0247192,459.3788147,1704.317139
2014-01-22 1:34,1689.607544,-698.3583374,502.9580994,-265.9920044,459.3421631,1704.418945
2014-01-22 1:34,1689.684814,-698.2768555,503.0395813,-266.0574646,459.3788147,1704.349854
2014-01-22 1:34,1689.863403,-698.2930908,502.9580994,-266.045166,459.3747253,1704.317139
2014-01-22 1:34,1689.798584,-698.3868408,502.9947815,-266.0083618,459.5254211,1704.337524
